idx,rfq_id,item_raw,original_text,old_match_status,old_external_code,v3_decision,v3_external_code,v3_confidence,v3_reason,v4_decision,v4_external_code,v4_confidence,v4_reason,v3_v4_same,candidate_count
"166","65b42e7d-e1ba-4ef7-920e-1d2ec0f00eac","radiatorbarmaqlığı","Ön bufer, radiatorbarmaqlığı,","single_match","KZ-028","select","KZ-028","high","Exact match for radiator grille (radiatorbarmaqlÄ±ÄÄ±) requested","select","KZ-028","high","Exact match for radiatorbarmaqlÄ±ÄÄ± (radiator grille)","yes","6"
"167","6a9de74f-0557-4568-9cda-5dc1bfd31f59","qabaq patqiriniq sağ","qabaq sağ krlo ,qabaq sağ fara , qabaq bufer , arxa bufer , qabaq patqiriniq sağ , su paçoku 2 ədəd , buferin daraqları","no_match","","select","KZ-029","high","qabaq patqiriniq saÄ matches exactly Podkrilnik (Ð»Ð¾ÐºÐµÑ) candidate","select","KZ-029","high","qabaq patqiriniq saÄ matches Podkrilnik (fender liner) exactly","yes","7"
"168","003fa65c-a213-4b46-b012-a2a530951307","zaslonka","Amartizator, əyləc bəndi, zaslonka","single_match","MU-034","select","MU-034","high","Buyer requests 'zaslonka' exactly, matches throttle body only","select","MU-034","high","Exact match for 'zaslonka' as throttle valve/drossel","yes","6"
"169","858c07a8-334b-4f32-b944-5ce5cce6fb38","Bütün","Bütün","","","unknown","","high","Requested part is 'BÃ¼tÃ¼n' (whole/all) without specific head object","unknown","","high","Item 'BÃ¼tÃ¼n' means 'whole/all', no specific part requested","yes","14"
"170","f339cf4c-3663-4c99-b9a5-aa2f98f1ed43","Duman fara (sislit farkalar)","DUMANLILAR","single_match","KZ-006","select","KZ-006","high","Exact match for 'Duman fara' (fog light) requested","select","KZ-006","high","Exact match for 'Duman fara' (fog light) requested","yes","19"
"171","c9491da2-e477-4b86-9c35-6908048fb61a","Sveca","Sveca","single_match","SR-014","select","SR-014","high","Sveca clearly means ignition spark plug matching candidate SR-014","select","SR-014","high","Sveca means spark plug, matches ignition spark plug candidate","yes","5"
"172","fcbdf3c6-5af2-4569-ae79-76031af4e26c","Qabaq Sol stupitsanin pacemniki","Qabaq Sol stupitsanin pacemniki
Sol teref saravoy","single_match","AS-007","select","AS-007","high","Buyer requests 'stupitsanin pacemniki' = hub bearing, matches AS-007 exactly","select","AS-007","high","Qabaq sol stupitsanin pacemniki = front left hub bearing","yes","16"
"173","c4f8d1ad-025d-498a-8bce-94641c7674c6","M tech rul","M tech kit 
M tech rul
M tech ablicovka","no_match","","select","SU-011","high","M tech rul clearly means steering wheel, matching candidate SU-011","select","SU-011","high","M tech rul means M tech steering wheel","yes","9"
"174","b0c9d8af-48ed-42c3-958e-8560adafe504","Vozduxamer","Vozduxamer","single_match","MU-033","select","MU-033","high","Vozduxamer means MAF sensor, matching candidate MU-033 exactly","select","MU-033","high","Vozduxamer is MAF sensor (ÐÐÐ Ð) matching candidate MU-033","yes","5"
"175","d1851c60-4257-48b3-81c8-c2ad5645a1de","arxa , qabaq bamper","EQUİNOX PREMIER 2020 
ARXA , QABAQ BAMPER , STOPLAR, SAG YAN GÜXGÜ KAMERALI 360, KAPI RUÇKALARI İKİ ƏDƏD, QABAQ SAG QAPI OBŞİVKASI QARA KOJA, SAG TƏRƏF QAPILARIN ALTININ KANTLATI , QAPININ ÜSTÜ NİKEL KANTLAR. SAG KRILO.","single_match","KZ-001","select","KZ-001","high","Buyer requests front and rear bumper; candidate KZ-001 matches 'Bufer' (bumper) exactly","select","KZ-001","high","arxa, qabaq bamper means rear and front bumper exactly","yes","7"
"176","6bfbd456-e0ea-412e-8441-d6df95710784","Ön sol qranat","Honda CR-V 1996 yaponka. Ön sol qranat","ambiguous","","select","AS-008","high","Buyer requests front left qranat (SHRUS), candidate matches exactly","select","AS-008","high","Ãn sol qranat matches exactly to Qranat (SHRUS)","yes","13"
"177","da976ce6-1e14-4791-ad4a-87e15d096fb2","Qabağ bufer təzə 2019 bufer setkasıyla birlikdə","Qabağ bufer təzə 2019 bufer setkasıyla birlikdə","single_match","KZ-001","select","KZ-001","high","Buyer requests front bumper with grille set; candidate is general bumper matching exactly","select","KZ-001","high","Exact match for 'QabaÄ bufer' (front bumper) with setka included","yes","19"
"178","d1ffde92-fb27-4444-8756-300e10fb267a","Fara","Qabaq sağ fara Europa","single_match","KZ-005","select","KZ-005","high","Buyer requests main headlight (fara), candidate matches exactly","select","KZ-005","high","Qabaq saÄ fara means front right headlight (main headlight)","yes","16"
"179","73c8e540-31b2-4fe0-811e-6160e8fb6851","Hyundai Sonata 2010 xenon ballast","Hyundai Sonata 2010 xenon ballast","single_match","EL-063","select","EL-063","high","Requested xenon ballast matches 'Rozjiq bloku (ksenon)' exactly","select","EL-063","high","Ballast for xenon headlight matches EL-063 Rozjiq bloku (ksenon)","yes","8"
"180","cec60346-26f6-458c-86f8-c2f4de17f83d","Vozduxamer","Vozduxamer","single_match","MU-033","select","MU-033","high","Vozduxamer means MAF sensor, matching candidate MU-033 exactly","select","MU-033","high","Vozduxamer is MAF sensor (ÐÐÐ Ð) matching candidate MU-033 exactly","yes","5"
"181","3ec04d5d-fbb8-42de-bb5c-07b45f129d8a","Sol qranat","Sol qranat original ve ya firma","single_match","AS-008","select","AS-008","high","Sol qranat means left CV joint (Ð¨Ð Ð£Ð¡), matching candidate AS-008 exactly","select","AS-008","high","Sol qranat means left CV joint (Ð¨Ð Ð£Ð¡) exactly matches AS-008","yes","9"
"182","fe1f74f6-f642-4b89-bc69-686df430891d","Matorun sağ üst paduşkası antfiriz baçokun yanında olan","Matorun sağ üst paduşkası antfiriz baçokun yanında olan","single_match","MU-017","select","MU-017","high","Request is for motor right upper mount (paduÅka), matches engine mount exactly","select","MU-017","high","SaÄ Ã¼st paduÅka = right upper engine mount (MÃ¼hÉrrik yastÄ±ÄÄ±)","yes","24"
"183","471a8143-56bb-4a5d-925a-01f88023e20e","Сеп мотора","Сеп мотора","no_match","","select","MU-055","high","Ð¡ÐµÐ¿ Ð¼Ð¾ÑÐ¾ÑÐ° means engine timing chain, matches ÑÐµÐ¿Ñ Ð¼Ð¾ÑÐ¾ÑÐ°","select","MU-055","high","Ð¡ÐµÐ¿ Ð¼Ð¾ÑÐ¾ÑÐ° = Ð¼Ð¾ÑÐ¾ÑÐ½ÑÐ¹ ÑÐµÐ¿Ñ (ÑÐµÐ¿Ñ ÐÐ Ð)","yes","16"
"184","6524767f-8624-4545-9fed-baa3f89717e7","abs daççiki","Evp daççik katalizator daççiki sol ön təkərin abs daççiki","single_match","EY-011","select","EY-011","high","Requested ABS sensor matches candidate ABS datÃ§iki exactly","select","EY-011","high","ABS sensor matches 'abs daÃ§Ã§iki' and context of wheel ABS sensor","yes","8"
"185","6bf5dd61-23a9-4903-a6b0-d3678af5cf04","su çəni - aynasilənin","Salam 
Çöl pulnik sağ tərəf xamutla 
Sağ alt rıçaq  - (çaşqa) aliminium
Sağ sırğa 
Su çəni - aynasilənin","single_match","EL-057","select","SO-008","high","su Ã§Éni means antifreeze expansion tank, matches candidate SO-008 exactly","select","SO-008","high","su Ã§Éni means coolant expansion tank, matches antifriz baÃ§oku exactly","yes","8"
"186","2a32499f-74fd-4ba9-a18a-af875132e81d","Opel Astra j kondisioner kompressoru","Opel Astra j kondisioner kompressoru.","single_match","SO-012","select","SO-012","high","Exact match for 'kondisioner kompressoru' (AC compressor) requested","select","SO-012","high","Exact match for 'kondisioner kompressoru' (AC compressor)","yes","17"
"187","5455f43d-a71f-4537-860f-08622c433394","sol original karopka yastığı","sağ orginal mühərrik yastığı ve sol original karopka yastığı neçəyədir?","single_match","MU-018","select","MU-018","high","Exact match for 'sol original karopka yastÄ±ÄÄ±' is 'Karopka yastÄ±ÄÄ±' (gearbox mount).","select","MU-018","high","Exact match for 'sol original karopka yastÄ±ÄÄ±' (transmission mount)","yes","24"
"188","d4713aba-236a-4575-855c-283bd848ffd1","Avtomatik hava/yanacaq qarışığını tənzimləyən datçik","Avtopasos","single_match","YA-021","select","MU-033","high","Request is for automatic air/fuel mixture regulating sensor (MAF sensor)","unknown","","high","No candidate matches automatic air-fuel mixture sensor exactly","no","24"
"189","ef51cb25-8d98-43c9-8f22-ab888dc03f51","ag mirvari qabaq buferi","ag mirvari qabaq buferi lazindi orginal. qiymet?","single_match","KZ-001","select","KZ-001","high","Buyer requests front bumper as whole, candidate KZ-001 matches exactly","select","KZ-001","high","Exact match for 'qabaq buferi' (front bumper) in candidates","yes","13"
"190","4d31f25e-a3ab-4165-9005-50f1dd3567d1","ablisofkanın aşağı hissəsi","Sol krlo,Sol fara(qaşsız), ablisofkanın aşağı hissəsi","single_match","KZ-003","select","KZ-003","high","ablisofkanÄ±n aÅaÄÄ± hissÉsi means bumper trim/cover, matches candidate KZ-003","select","KZ-003","high","ablisofkanÄ±n aÅaÄÄ± hissÉsi matches bumper trim (abrisofka) exactly","yes","9"
"191","23a8a480-da4b-49a8-89d0-8c949c9c76e6","Radiatorun krişkası lazımdı","Radiatorun krişkası lazımdı. Şekildekine oxşar hisseden.","single_match","SO-005","select","SO-039","high","Radiatorun kriÅkasÄ± means radiator cap/cover, matches 'Radiator qapaÄÄ±' exactly","select","SO-039","high","Radiatorun kriÅkasÄ± means radiator cap, matches SO-039 radiator qapaÄÄ±","yes","18"
"192","e9773561-1c5d-4f46-9620-616f0e74c594","salon sol günlük","Chevrolet cruze 2016 salon sol günlük qara","single_match","AK-003","select","AK-003","high","salon sol gÃ¼nlÃ¼k means salon sun visor (gÃ¼nlÃ¼k), matches AK-003 exactly","select","AK-003","high","salon sol gÃ¼nlÃ¼k matches sun visor exactly","yes","13"
"193","bd484c5a-b725-48ce-9710-72e18be31d96","Cawkanin boyuk razvalnisi","Cawkanin boyuk razvalnisi,sag-sol sirğalar","single_match","AS-013","select","AS-013","high","Buyer requests 'boyuk razvalnisi' matching 'Razvalni vtulka' exactly","select","AS-010","high","boyuk razvalnisi matches Åaravoy (kula opora) ball joint","no","11"
"194","1a98ccdc-7e6c-4231-afb1-6b693a5acbd8","hava filtiri","Dizel  yanacaq filtiri  mühərrikin  hava filtiri","single_match","SR-003","select","SR-003","high","Requested head object is 'hava filtiri' (air filter), candidate SR-003 matches exactly","select","SR-003","high","Item is 'hava filtiri' matching 'Hava filtri' (air filter) exactly","yes","22"
"195","d2405e4c-752f-4f89-9228-74018dede002","Detalı kodu budu 71800-T20-A00; sağ sərnişin tərəfdən çöl plastik podnojka","Detalı kodu budu 71800-T20-A00; sağ sərnişin tərəfdən çöl plastik podnojka","no_match","","select","TY-001","high","Podnojka means running board/side step; TY-001 matches this exactly","select","TY-001","high","Podnojka matches padnoÅka (running board) exactly","yes","24"
"196","cd482367-3030-4ce4-98c2-9558285307aa","guzgunun","Sol teref guzgunun isigi lazimdir.","single_match","KZ-020","select","KZ-069","high","Buyer requests mirror light, matches 'GÃ¼zgÃ¼dÉ povorotnik (tÉkrarlayÄ±cÄ±)' exactly","select","KZ-069","high","Requested 'guzgunun isigi' matches mirror turn signal light exactly","yes","8"
"197","339d2aef-a7a3-46e2-b423-b5b1964222ad","Turbo daçiki","Turbo daçiki","ambiguous","","select","MU-075","high","Exact match: 'Turbo daÃ§iki' means turbo sensor, matches candidate MU-075","select","MU-075","high","Exact match for turbo sensor (datÃ§iki) in candidates","yes","7"
"198","0301d7c3-dd25-439c-8d52-7dde98a5eeb0","Aktaturun beyini","Aktaturun beyini","no_match","","unknown","","high","No candidate matches 'Aktaturun beyini' (actuator brain) exactly or semantically","unknown","","high","No candidate matches 'Aktaturun beyini' (actuator brain) exactly","yes","18"
"199","2c7bee89-ad87-468b-8e5b-c3b0e11325d9","arxa sol disk","1eded arxa sol disk. R22 
Ustden cixma","single_match","TK-002","select","TK-002","high","Buyer requests rear left wheel disk, matches 'Disk (tÉkÉr diski)' exactly","select","TK-002","high","arxa sol disk means rear left wheel rim disk","yes","7"
"200","0a5b068b-e2a0-411d-8cd8-d16311e25789","Plasmaz","Plasmaz","no_match","","select","KZ-001","high","Plasmaz matches bufer plasmasÄ± (bumper plastic) exactly","select","KZ-001","high","Plasmaz matches bumper plastic synonyms exactly","yes","12"
"201","10d07376-955d-4d7a-ba29-399e33f7999d","razvalniler","Salam vw polo sedan 2014 razvalniler lazımdır birdə qiyməti","single_match","AS-013","select","AS-013","high","razvalniler means camber bushings (Razvalni vtulka) exactly","select","AS-013","high","razvalniler matches Razvalni vtulka (camber bushing) exactly","yes","15"
"202","be85e6fe-b85f-43fd-9dba-98e5f16f2179","ön Və arxa bufer","Byd destroyer 05 üçün ön Və arxa bufer rəngli və rəngsiz qiyməti neçəyədir","single_match","KZ-001","select","KZ-001","high","Buyer requests front and rear bumper as whole parts, candidate KZ-001 matches exactly","select","KZ-001","high","Item requests front and rear bumper, candidate KZ-001 is general bumper","yes","13"
"203","56d2191a-8786-47d1-b1a9-557651255999","stop","Мне нужен стоп с левой стороны машины,я вам о правил фото","single_match","KZ-007","select","KZ-007","high","Buyer requests left side stop light, matches rear stop lamp exactly","select","KZ-007","high","stop with left side car context matches rear tail light (stop)","yes","6"
"204","94e19f2c-53d2-4d6e-a62c-426954d8cafb","Təkər","Təkər","single_match","TK-001","select","TK-001","high","TÉkÉr means tire, matches Åin (tÉkÉrin rezini) exactly","select","TK-001","high","TÉkÉr means tire, matches Åin (tÉkÉrin rezini) exactly","yes","17"
"205","9e142088-74c4-4ddd-9209-c73a4571a910","Su baçokundan radyatora gedən naziq şlanq  kod:PCH00150","Su baçokundan radyatora gedən naziq şlanq  kod:PCH00150","single_match","SO-009","select","SO-009","high","Request is for thin hose from coolant tank to radiator, matches cooling hose exactly","select","SO-009","high","Matches 'naziq Ålanq' from coolant reservoir to radiator hose","yes","24"
"206","c63892d3-30e4-45a0-bc8e-582e5af5247c","Bufer üzlüyü (abrisofka)","Передняя сетка и задняя никел для бампера","single_match","KZ-003","select","KZ-003","high","Item is 'Bufer Ã¼zlÃ¼yÃ¼ (abrisofka)' matching bumper grille/cover exactly","select","KZ-003","high","Item matches 'Bufer Ã¼zlÃ¼yÃ¼ (abrisofka)' exactly, meaning bumper cover/trim","yes","24"
"207","e36917e6-02b1-40d9-b7f8-d510dd4e7671","Babin","Babin","single_match","MU-025","select","MU-025","high","Babin clearly means ignition coil (bobin) matching candidate MU-025","select","MU-025","high","Babin matches ignition coil (babin) exactly","yes","10"
"208","fc506d2a-5593-416f-b43a-3cd273d49e82","New Hyundai Kia Tire Mobility Kit 09130-C1000","New Hyundai Kia Tire Mobility Kit 09130-C1000","no_match","","unknown","","high","No candidate matches 'Tire Mobility Kit' spare part","unknown","","high","No candidate matches Tire Mobility Kit","yes","4"
"209","70076756-9b7a-46c0-9eb7-ab6b07dd5ec5","Nikel","Nikel","","","select","KZ-038","high","Nikel matches chrome trim (kant) synonyms exactly","select","KZ-038","high","Nikel matches chrome trim (kant) synonyms exactly","yes","6"
"210","b53b2cc3-7f3b-4b8d-adb6-125a71c9e740","Dinamo - Generator","Dinamo - Generator","single_match","MU-047","select","MU-047","high","Exact match for 'Dinamo (generator)' as requested","select","MU-047","high","Exact match for dinamo (generator) requested","yes","6"
"211","4514ccdb-daba-41c1-a16e-fd997e0dbb05","sol güzgü","Elantra 2019 limited sol güzgü lazımdır. Part number 87610-F3540. Zəhmət olmasa part nömrəsinə uyğun təkli verin.","single_match","KZ-020","select","KZ-020","high","Buyer requests left side mirror itself, candidate matches exactly","select","KZ-020","high","sol gÃ¼zgÃ¼ means left side mirror, matches candidate KZ-020 exactly","yes","8"
"212","e2aea88a-f282-4ee0-adfc-d91a0a6848cf","Hyundai Elantra 2017 (Amerkanka) sol teref yan güzgü şüşəsi ( ölü zona olan)","Hyundai Elantra 2017 (Amerkanka) sol teref yan güzgü şüşəsi ( ölü zona olan)","single_match","KZ-021","select","KZ-021","high","Buyer requests side mirror glass with blind spot, matches 'GÃ¼zgÃ¼ ÅÃ¼ÅÉsi' exactly","select","KZ-021","high","Requested part is left side mirror glass with blind spot, matches 'GÃ¼zgÃ¼ ÅÃ¼ÅÉsi'","yes","24"
"213","6dad09e1-b3db-4040-9573-db010af32c65","arxa bufer","Arxa Bufer","single_match","KZ-001","select","KZ-001","high","Arxa bufer means rear bumper, matches candidate 'Bufer' exactly","select","KZ-001","high","Exact match for 'arxa bufer' is 'Bufer' (bumper)","yes","13"
"214","e7bf46e6-5a3a-40b0-abb9-7c2f5444099d","Alt panel zasitnikleri sağ sol","Alt panel zasitnikleri sağ sol","no_match","","select","KZ-029","high","Alt panel zasitnikleri means under panel protectors = Podkrilnik (Ð»Ð¾ÐºÐµÑ)","select","MU-053","high","Alt panel zasitnikleri means engine underpanel guards/protectors","no","14"
"215","bc42a3bd-4530-4e19-8128-557d1ca23df8","faranin altı plasmas tək satılır? zəhmət olmasa ən ucuz haradan və neçəyə taparam?","Qabaq sağ ekran paneli?faranin altı plasmas tək satılır? zəhmət olmasa ən ucuz haradan və neçəyə taparam?","no_match","","select","KZ-076","high","Request is for 'faranin altÄ± plasmas' = plastic under headlight, matches 'Bufer altlÄ±ÄÄ± (ÉtÉk)'","select","KZ-038","high","faranin altÄ± plasmas tÉk matches 'Kant (xrom kant)' exactly","no","24"
"216","a77d4177-b6f3-449d-8e91-640cd5f179ec","Membranan hava filtrna geden slang","Membranan hava filtrna geden slang. 
Sekilde gorunen goy izolent olan","single_match","RG-04","select","RG-04","high","Request is for hose to air filter; candidate is air filter hose (hava filtri ÅlanqÄ±).","select","RG-04","high","Membranan hava filtrna geden slang matches air intake hose exactly","yes","24"
"217","6dda4484-5d62-4d67-9c85-aac303086867","Dinamo","Dinamo lazimdir","single_match","MU-047","select","MU-047","high","Dinamo clearly means generator, matching candidate MU-047 exactly","select","MU-047","high","Dinamo means generator, matches candidate MU-047 exactly","yes","8"
"218","f84a6d08-f917-4a02-bebc-e4fa926a764d","Salam ful sidenka lazimdir bu sekilde olannan","Salam ful sidenka lazimdir bu sekilde olannan","","","unknown","","high","Requested 'ful sidenka' (full side panel) not represented among candidates","unknown","","high","No candidate matches 'ful sidenka' (full side skirt) requested","yes","14"
"219","27351593-82a3-4fe9-835d-898c4e6817f7","alın şüşə","Alın şüşə fiallet","ambiguous","","select","KZ-011","high","AlÄ±n ÅÃ¼ÅÉ means front windshield, matches candidate KZ-011 exactly","select","KZ-011","high","alin ÅÃ¼ÅÉ means front windshield/lobovoe steklo","yes","17"
"220","6c97a70b-f924-4f12-9f4c-ac480ade30ea","Cilamete control","Cilamete control","no_match","","select","EL-029","high","Cilamete control matches cruise control module semantically","select","EL-019","high","Cilamete control matches climate control block (klimat kontrol)","no","12"
"221","19d3d414-fd13-489d-a9aa-30c1e6897c33","Arxa amartizatorları","Arxa amartizatorları","single_match","AS-001","select","AS-001","high","Arxa amartizatorlarÄ± means rear shock absorbers matching Amortizator exactly","select","AS-001","high","Arxa amartizatorlarÄ± means rear shock absorbers, matches Amortizator exactly","yes","18"
"222","f2e8d8db-a567-4d9e-a518-036a439c7cf2","Kondisioner relesi","Kondisioner relesi","single_match","EL-051","select","EL-051","high","Exact match for 'Kondisioner relesi' relay part","select","EL-051","high","Exact match for 'Kondisioner relesi' (air conditioner relay)","yes","20"
"223","11715101-c7f2-4a3b-868a-4d6a9734fa71","Yanacaq çeninden matora gelen benzin borusu","Yanacaq çeninden matora gelen benzin borusu","single_match","YA-012","select","YA-012","high","Request is fuel hose from tank to motor; candidate is fuel hose (yanacaq ÅlanqÄ±).","select","YA-012","high","Fuel hose from tank to engine matches 'Yanacaq ÅlanqÄ±' (fuel hose) exactly","yes","24"
"224","ac21d473-bce5-4cc9-a930-2825eb99a222","feredo çaşqa","Qabağ arxa amartızator və feredo çaşqa lazımdır","single_match","TR-006","clarify","","high","Request includes two different parts: amartÄ±zator and feredo Ã§aÅqa","clarify","","high","Item_raw contains two different parts: feredo and Ã§aÅqa","yes","5"
"225","81357689-a18c-4ff7-8bb7-29d10457c07b","Plyonka (vinil) ve ya suse","Plyonka (vinil) ve ya suse","no_match","","select","AK-015","high","Buyer requests film (vinyl) or glass; AK-015 is film (plonka) for car body","clarify","","high","plyonka (vinil) or glass unclear; candidates include film and various glass types","no","21"
"226","75e39d93-eccb-4d8a-8f17-34c7a2ce419e","EQR","EQR","","","select","MU-092","high","EQR matches EGR borusu (EGR tube) exactly semantically","select","MU-092","high","EQR matches EGR borusu (EGR pipe) exactly","yes","15"
"227","c03de4b6-9934-4cff-8207-3a6e7937cd19","generatorun şkifi","Generatorun şkifi, (obqoniy mufta)","single_match","MU-021","select","MU-021","high","Requested part is generator pulley (Åkifi), matches candidate 'Åkif' exactly","select","MU-021","high","Åkif means pulley, matches 'generatorun Åkifi' exactly","yes","3"
"228","f94d45ee-4354-4747-8f49-687aecdcd8da","kapot","Qabaq buferi,sağ fara,sağ dumannı,sağ krilya,kapot,radiator,interkuller.var? Qiymətləri neçəyədir? Həm orijinal həm də tayvan.mümkündüsə maşının öz rəngində.","single_match","KZ-023","select","KZ-023","high","Exact match for requested head object 'kapot' (hood/bonnet)","select","KZ-023","high","Exact match for 'kapot' (hood/bonnet) requested","yes","12"
"229","12058328-b87e-44c1-af1a-f7142ef8c17c","Rolun lentası","Rolun lentası","single_match","EL-010","select","EL-010","high","Rolun lentasÄ± clearly means steering wheel clock spring","select","EL-010","high","Rolun lentasÄ± matches 'Rul lenti (clock spring)' exactly","yes","15"
"230","2e7920bc-8820-4da7-bb53-a2f0d62d131d","hava filtri","Gmc terrain 2021 1.5 motor hava filtri ve yağ filtri","single_match","SR-003","select","SR-003","high","Buyer requests 'hava filtri' exactly matching candidate 'Hava filtri'.","select","SR-003","high","Exact match for 'hava filtri' (air filter) in candidates","yes","22"
"231","4b01654a-c779-401b-a836-4c6d4b60aa0b","Mühərrik yastığı","Mühərrik yastığı","single_match","MU-017","select","MU-017","high","Exact match for 'MÃ¼hÉrrik yastÄ±ÄÄ±' (engine mount).","select","MU-017","high","Exact match for 'MÃ¼hÉrrik yastÄ±ÄÄ±' (engine mount) in candidates","yes","24"
"232","96839b61-3e67-4bc1-809c-1bf25695ad9a","arxa park radari","Arxa park radari","single_match","EL-013","select","EL-014","high","arxa park radari matches Park radar bloku exactly","select","EL-014","high","Exact match for rear parking radar block (arxa park radari)","yes","10"
"233","7a59a1af-d468-46f5-a68f-ac71d97dc588","Hava şlanqı (plastik qofra şlanq)","1) Hava şlanqı (plastik qofra şlanq).
2) Su şlanqı (su baçokundan çıxan).
3) Sol kənar park radarı və klemması","single_match","MU-089","select","RG-04","high","Requested 'Hava ÅlanqÄ± (plastik qofra Ålanq)' matches 'Hava borusu (hava filtri ÅlanqÄ±)' exactly","select","RG-04","high","Exact match for 'Hava ÅlanqÄ± (plastik qofra Ålanq)' as air intake hose","yes","24"
"234","881cb499-1ed8-48df-9e36-e12f49847e05","BMW m5 Qabag bufer","BMW m5 Qabag bufer","single_match","KZ-001","select","KZ-001","high","Exact match for 'Qabag bufer' is front bumper","select","KZ-001","high","Exact match for 'Qabag bufer' (front bumper) in candidates","yes","19"
"235","f505cbf4-1ac5-45b8-9b14-c0466c04ce6b","Rulavoyun butulkası","Rulavoyun butulkası,sol alt şaravoy,mator paduşkaları","single_match","SU-014","select","SU-014","high","Rulavoyun butulkasÄ± means power steering fluid reservoir","select","SU-014","high","Rulavoy butulkasÄ± matches power steering fluid reservoir (Rulevoy baÃ§oku)","yes","9"
"236","89c023eb-c343-4597-81f9-30af690bd480","ön fara","W205 orijinal qoşa lupa ön fara","single_match","KZ-005","select","KZ-005","high","Buyer requests front headlight (Ã¶n fara), matches main headlight candidate","select","KZ-005","high","Exact match for 'Ã¶n fara' as main front headlight","yes","16"
"237","6548d537-4dff-45e8-b16d-478c9ac1dd3a","Qabaq arxa naklatkalar","İç və çöl qranat. Qabağ amartizatorlar. Qabaq arxa naklatkalar","single_match","EY-001","select","EY-001","high","Naklatkalar means brake pads, matches candidate EY-001 exactly","select","EY-001","high","Naklatkalar means brake pads, matches candidate EY-001","yes","20"
"238","14ed8bf5-9205-4af2-9aa1-e5393ebb07c7","iç qranati","iç qranati","single_match","AS-009","select","AS-008","high","iÃ§ qranati means inner CV joint (SHRUS), matches candidate AS-008 exactly","select","AS-008","high","Exact match for 'iÃ§ qranati' (inner CV joint) in synonyms","yes","9"
"239","1a3f51e8-82ab-475f-9fc6-c0542655be7a","manitor çerçivesi","manitor çerçivesi","","","select","AU-004","high","manitor Ã§erÃ§ivesi matches monitor frame exactly","select","AU-004","high","manitor Ã§erÃ§ivesi matches monitor frame (AU-004) exactly","yes","7"
"240","b4068c90-0604-4af6-93a0-a5cc65061ceb","Qranat","Qranat","single_match","AS-008","select","AS-008","high","Qranat means SHRUS (constant velocity joint), matches candidate AS-008 exactly","select","AS-008","high","Qranat matches exactly to SHRUS (constant velocity joint) part","yes","5"
"241","9d21283e-ca18-4a96-ba19-55c305c9d8e4","Zaslonka","Zaslonka, qiymeti","single_match","MU-034","select","MU-034","high","Exact match for 'Zaslonka' as throttle valve/drossel","select","MU-034","high","Zaslonka means throttle valve/drossel; MU-034 matches exactly","yes","6"
"242","517ef049-1361-43bc-a8a0-8689e16ac394","Sol güzgü","Sol güzgü","single_match","KZ-020","select","KZ-020","high","Sol gÃ¼zgÃ¼ means left side mirror, matches candidate 'GÃ¼zgÃ¼ (yan gÃ¼zgÃ¼)' exactly","select","KZ-020","high","Sol gÃ¼zgÃ¼ means left side mirror, matches 'GÃ¼zgÃ¼ (yan gÃ¼zgÃ¼)' exactly","yes","8"
"243","a06cf216-a6a9-4b30-b2d3-fa9605f2e4de","qabağ abirçofka","Salam aleykum mənə qabağ abirçofka lazımdı LXS  modeldi abirçofka 3 jissədən ibarətdi","single_match","AK-013","select","KZ-002","high","qabaÄ abirÃ§ofka means front bumper bracket (salaska), matches candidate KZ-002","select","KZ-002","high","abirÃ§ofka matches bufer kronÅteyni (salaska) synonym","yes","19"
"244","0d1891c0-0885-4cdd-9255-b1dc67ce3b75","Arxa patkrelniklər kapron","Arxa patkrelniklər kapron","single_match","TY-001","select","KZ-029","high","Arxa patkrelniklÉr kapron means rear wheel arch liners (podkrilnik)","select","KZ-029","high","Arxa patkrelniklÉr kapron means rear wheel arch liners (podkrilnik)","yes","24"
"245","a8310b6f-09b7-4d8a-bc2f-7f2f68c0916e","Parktronik üçün idarəetmə bloku","Parktronik üçün idarəetmə bloku","single_match","EL-014","select","EL-014","high","Parktronik idarÉetmÉ bloku matches exactly candidate EL-014 Park radar bloku","select","EL-014","high","Exact match for Parktronik control unit (park radar block)","yes","24"
"246","9befb8bc-221d-41ff-a75d-b9560a72d2ce","ötürücülər qutusu avtomat","Ötürücülər qutusu avtomat","single_match","TR-001","select","TR-001","high","Ã¶tÃ¼rÃ¼cÃ¼lÉr qutusu avtomat means automatic transmission assembly","select","TR-001","high","Requested 'Ã¶tÃ¼rÃ¼cÃ¼lÉr qutusu avtomat' matches automatic transmission assembly","yes","15"
"247","68ec75e5-a562-4713-8279-54c13f9d84e0","şaravoy","“şaravoy”","single_match","AS-010","select","AS-010","high","Åaravoy means ÑÐ°ÑÐ¾Ð²Ð°Ñ Ð¾Ð¿Ð¾ÑÐ° (ball joint) exactly","select","AS-010","high","Åaravoy means ball joint (Åaravoy = ÑÐ°ÑÐ¾Ð²Ð°Ñ Ð¾Ð¿Ð¾ÑÐ°)","yes","11"
"248","e3d160a9-81d9-4bca-b698-b51b89c40b64","Çöl remen","Çöl remen  10 61 kodla","single_match","MU-020","select","MU-020","high","ÃÃ¶l remen means outer/drive belt, matches MU-020 exactly","select","MU-020","high","ÃÃ¶l remen means outer/drive belt, matches MU-020 dinamo remeni","yes","7"
